Title,Price,Brand,Model,Power,Efficiency,Link
Corsair SF1000L Fully Modular Low-Noise SFX Power Supply - ATX 3.0 & PCIe 5.0 Compliant,199.99,Corsair,CP-9020246-NA,1000 W,80+ Gold,https://amazon.com/dp/B0BW9TG9ZY?tag=pcbuilder00-20
Corsair SF850L Fully Modular Low-Noise SFX Power Supply - ATX 3.0 & PCIe 5.0 Compliant,179.99,Corsair,CP-9020245-NA,850 W,80+ Gold,https://amazon.com/dp/B0BW9SV8HQ?tag=pcbuilder00-20
"BE Quiet! System Power 9, 80+ Bronze Certified 400W ATX Power Supply",93.58,be quiet!,System Power 9,400 W,80+ Bronze,https://amazon.com/dp/B079KG3TZ5?tag=pcbuilder00-20
"Cooler Master MWE Gold 850 V2 Full Modular, 850W, 80+ Gold Efficiency, 2 EPS Connectors",119.99,Cooler Master,MPE-8501-AFAAG-US,850 W,80+ Gold,https://amazon.com/dp/B08M9M6DB9?tag=pcbuilder00-20
"EVGA SuperNOVA 750 GM, 80 PLUS Gold 750W, Fully Modular, ECO Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, SFX Form Factor, Power Supply 123-GM-0750-X1",135.99,EVGA,123-GM-0750-X1,750 W,80+ Gold,https://amazon.com/dp/B0939VN9QT?tag=pcbuilder00-20
"EVGA Supernova 850 GM, 80 Plus Gold 850W, Fully Modular, ECO Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, SFX Form Factor",179.99,EVGA,SuperNOVA GM850,850 W,80+ Gold,https://amazon.com/dp/B093B5G7XD?tag=pcbuilder00-20
"EVGA SuperNOVA 650 GM, 80+ Plus Gold Certified 650W Fully Modular SFX Power Supply with ECO Mode and DBB Fan",120.97,EVGA,SuperNOVA GM,650 W,80+ Gold,https://amazon.com/dp/B07JG5M5TW?tag=pcbuilder00-20
"EVGA SuperNOVA 550 GM, 80 Plus Gold 550W Fully Modular Power Supply with ECO Mode and DBB Fan",103.99,EVGA,SuperNOVA GM,550 W,80+ Gold,https://amazon.com/dp/B07JFLGGQ6?tag=pcbuilder00-20
"EVGA SuperNOVA 450 GM, 80 Plus Gold Certified 450W Fully Modular Power Supply with ECO Mode and DBB Fan",99.99,EVGA,SuperNOVA GM,450 W,80+ Gold,https://amazon.com/dp/B07JFLNG3B?tag=pcbuilder00-20
"EVGA 1000 GQ, 1000W 80+ GOLD Power Supply with Semi Modular and EVGA ECO Mode",169.99,EVGA,GQ 1000,1000 W,80+ Gold,https://amazon.com/dp/B017ICWP82?tag=pcbuilder00-20
"EVGA 450 BR, 80+ Bronze Certified 450W ATX Power Supply",54.99,EVGA,BR,450 W,80+ Bronze,https://amazon.com/dp/B07DTP6SLJ?tag=pcbuilder00-20
"AEROCOOL Integrator, 80+ Bronze Certified 500W Power ATX Supply",/A,AeroCool,Integrator,500 W,80+ Bronze,https://amazon.com/dp/B00JKVHKSU?tag=pcbuilder00-20
"EVGA 650 Bq, 80+ Bronze 650W Semi Modular Power Supply Includes Free Power On Self Tester",96.07,EVGA,BQ,650 W,80+ Bronze,https://amazon.com/dp/B01FYDU8X6?tag=pcbuilder00-20
"EVGA 850 Bq, 80+ Bronze Certified 850W Semi Modular Power Supply Includes Free Power On Self Tester",119,EVGA,BQ 850,850 W,80+ Bronze,https://amazon.com/dp/B01FYDUCA0?tag=pcbuilder00-20
"Be Quiet Netzteil, 80+ Bronze Certified 500W ATX Power Supply",120,be quiet!,Netzteil,500 W,80+ Bronze,https://amazon.com/dp/B079KBPXZJ?tag=pcbuilder00-20
Thermaltake Toughpower 1200W 80+ Gold Semi Modular ATX 12V/EPS 12V Power Suppl,225.18,Thermaltake,Toughpower 1200,1200 W,80+ Gold,https://amazon.com/dp/B00LZVOK18?tag=pcbuilder00-20
Thermaltake Toughpower 750W 80 Plus Gold Semi Modular PSU ATX 12V or EPS 12V Ultra Quiet Power Supply,77.99,Thermaltake,Toughpower 750,750 W,80+ Gold,https://amazon.com/dp/B00IUQRPQS?tag=pcbuilder00-20
"CORSAIR CX Series, CX600, 600 Watt, 80+ Bronze Certified, Non-Modular Power Supply",191.60,Corsair,CX600,600 W,80+ Bronze,https://amazon.com/dp/B0092ML0OC?tag=pcbuilder00-20
"be quiet! System Power 9, 80+ Gold Certified 600W ATX Power Supply",118.22,be quiet!,System Power 9,600 W,80+ Gold,https://amazon.com/dp/B079K5YY31?tag=pcbuilder00-20
"be quiet! System Power 9 600W cm, Modular, 80 Plus Bronze, Power Supply",151,be quiet!,BN302,600 W,80+ Bronze,https://amazon.com/dp/B07V5MHC17?tag=pcbuilder00-20
"be quiet! System Power 9 400W cm, Modular, 80 Plus Bronze, Power Supply",107.97,be quiet!,BN300,400 W,80+ Bronze,https://amazon.com/dp/B07V2D48JF?tag=pcbuilder00-20
"be quiet! System Power 9 500W cm, Modular, 80 Plus Bronze, Power Supply",183,be quiet!,System Power 9,500 W,80+ Bronze,https://amazon.com/dp/B07V8RNCH6?tag=pcbuilder00-20
"EVGA 700 GD, 80+ Gold Certified 700W ATX Power Supply",64.80,EVGA,GD (2019),700 W,80+ Gold,https://amazon.com/dp/B07W956JBC?tag=pcbuilder00-20
"EVGA SuperNOVA 850 G2, 80+ GOLD 850W, Fully Modular, EVGA ECO Mode, 10 Year Warranty",350,EVGA,220-G2-0850-XR,850 W,80+ Gold,https://amazon.com/dp/B00IKDETOC?tag=pcbuilder00-20
ThermalTake Netzteil Smart RGB 500W,126,Thermaltake,Netzteil Smart RGB,500 W,80+,https://amazon.com/dp/B0744PFBFZ?tag=pcbuilder00-20
"Thermaltake Toughpower GF A3 1200W, True 600W 12VHPWR Connectors on PSU",199.99,Thermaltake,PS-TPD-1200FNFAGU-L,1200 W,80+ Gold,https://amazon.com/dp/B0C1JKK1YZ?tag=pcbuilder00-20
"Thermaltake Toughpower GF A3 1050W, True 600W 12VHPWR Connectors on PSU",159.99,Thermaltake,PS-TPD-1050FNFAGU-L,1050 W,80+ Gold,https://amazon.com/dp/B0C1JHWWZL?tag=pcbuilder00-20
"Thermaltake Toughpower GF A3 850W, True 450W 12VHPWR Connectors on PSU & NVIDIA RTX 40 Series",129.99,Thermaltake,PS-TPD-0850FNFAGU-L,850 W,80+ Gold,https://amazon.com/dp/B0C1JKHPNH?tag=pcbuilder00-20
Thermaltake Smart BM2 750W 80+ Bronze Intel Skylake’s C6/C7 States,116.34,Thermaltake,PS-SPD-0750MNFABU-1,750 W,80+ Bronze,https://amazon.com/dp/B08DHJJLB8?tag=pcbuilder00-20
"Thermaltake Toughpower GF A3 750W, True 300W 12VHPWR Connectors on PSU",99.99,Thermaltake,PS-TPD-0750FNFAGU-L,750 W,80+ Gold,https://amazon.com/dp/B0C1JKB652?tag=pcbuilder00-20
Thermaltake Smart BM2 650W 80+ Bronze Intel Skylake’s C6/C7 States & ErP Ready 140mm Quiet Fan,Used),Thermaltake,PS-SPD-0650MNFABU-1,650 W,80+ Bronze,https://amazon.com/dp/B08DHP4FKT?tag=pcbuilder00-20
"Apevia ATX-PR600W Prestige 600W 80+ Gold Certified, RoHS Compliance, Active PFC ATX Gaming Power Supply",51.99,Apevia,ATX-RP600W,600 W,80+ Gold,https://amazon.com/dp/B07NWZQX1J?tag=pcbuilder00-20
Thermaltake Toughpower GX2 80+ Gold 600W SLI/Crossfire Ready Continuous Power ATX 12V V2.4/EPS V2.92 Non Modular Power Supply,38.99,Thermaltake,Toughpower GX2,600 W,80+ Gold,https://amazon.com/dp/B087CDR14Z?tag=pcbuilder00-20
"Corsair SF600 Series, 80+ Gold Certified 600W Fully Modular Power Supply",119.99,Corsair,SF,600 W,80+ Gold,https://amazon.com/dp/B01CGI5M24?tag=pcbuilder00-20
"Thermaltake Smart BX1, 80+ Bronze 650W SLI/ CrossFire Ready Non Modular ATX Power Supply",69.99,Thermaltake,Smart BX1,650 W,80+ Bronze,https://amazon.com/dp/B07NPM8WZ7?tag=pcbuilder00-20
"Thermaltake Smart BX1, 80+ Bronze Certified 550W SLI/ CrossFire Ready Non Modular Power Supply",78.79,Thermaltake,Smart BX1,550 W,80+ Bronze,https://amazon.com/dp/B07NPMJ7RM?tag=pcbuilder00-20
Thermaltake Smart BX1 450W Bronze SLI/ CrossFire Ready Continuous Power ATX12V V2.3/ EPS V2.92 80 Plus Bronze Certified,/A,Thermaltake,Smart BX1,450 W,80+ Bronze,https://amazon.com/dp/B07NPJ2SSP?tag=pcbuilder00-20
"Seasonic FOCUS Plus 650 Gold, 80+ Gold Certified 650W Full Modular Power Supply",139,Seasonic,FOCUS Plus,650 W,80+ Gold,https://amazon.com/dp/B073H33X7R?tag=pcbuilder00-20
"EVGA 600 Ba, 80 Plus Bronze 600w, Power Supply",69.99,EVGA,100-BA-0600-K1,600 W,80+ Bronze,https://amazon.com/dp/B08BNRGWXZ?tag=pcbuilder00-20
"EVGA 430 W1, 80+ WHITE 430W",/A,EVGA,W1 430,430 W,80+,https://amazon.com/dp/B00H33SDR4?tag=pcbuilder00-20
"EVGA B5, 80 Plus Bronze 650W, Fully Modular Power Supply with EVGA ECO Mode",/A,EVGA,B5,650 W,80+ Bronze,https://amazon.com/dp/B084R9M19S?tag=pcbuilder00-20
ARESGAME 850W Power Supply 80+ Gold Semi Modular PSU,/A,ARESGAME,PZ850,850 W,80+ Gold,https://amazon.com/dp/B08SQDJ4LH?tag=pcbuilder00-20
"EVGA SuperNOVA 650 G+, 80+ Plus Gold Certified 650W Fully Modular ATX Power Supply with FDB Fan",94.99,EVGA,SuperNOVA G1+,650 W,80+ Gold,https://amazon.com/dp/B0797CDK7J?tag=pcbuilder00-20
"EVGA SuperNOVA 650 G1, 80+ GOLD 650W, Fully Modular, Includes FREE Power On Self Tester Power Supply",/A,EVGA,SuperNOVA 650,650 W,80+ Gold,https://amazon.com/dp/B00K85X2AW?tag=pcbuilder00-20
"Cooler Master MWE 600 Bronze, 80+ Bronze Certified 600W Power Supply",80.49,Cooler Master,MWE 600,600 W,80+ Bronze,https://amazon.com/dp/B074ZR8D6P?tag=pcbuilder00-20
"Cooler Master V850 SFX Gold White Edition Full Modular, 850W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor",158.07,Cooler Master,V850,850 W,80+ Gold,https://amazon.com/dp/B097Q9DB5G?tag=pcbuilder00-20
"Cooler Master V750 SFX Gold White Edition Full Modular, 750W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor, 10 Year Warranty",159.85,Cooler Master,MPY-7501-SFHAGV,850 W,80+ Gold,https://amazon.com/dp/B097QC3FPZ?tag=pcbuilder00-20
"Cooler Master V750 SFX Gold Full Modular, 750W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor",138.99,Cooler Master,MPY-7501-SFHAGV-US,750 W,80+ Gold,https://amazon.com/dp/B08LP7B7FM?tag=pcbuilder00-20
"Cooler Master V550 SFX Gold Full Modular, 550W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor, 10 Year Warranty",119.99,Cooler Master,MPY-5501-SFHAGV-US,550 W,80+ Gold,https://amazon.com/dp/B08LP6LPQN?tag=pcbuilder00-20
"Cooler Master V650 SFX Gold Full Modular, 650W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor",125.99,Cooler Master,V650,650 W,80+ Gold,https://amazon.com/dp/B00FBBQERG?tag=pcbuilder00-20
"EVGA 550 B5, 80 Plus Bronze 550W Fully Modular Power Supply with EVGA ECO Mode",89.52,EVGA,B5,550 W,80+ Bronze,https://amazon.com/dp/B084RGH8W4?tag=pcbuilder00-20
"CORSAIR RMX Series, RM550x, 550 Watt, 80+ Gold Certified, Fully Modular Power Supply",195.99,Corsair,RM550x,550 W,80+ Gold,https://amazon.com/dp/B015YEICJ2?tag=pcbuilder00-20
Corsair CX Series 500 Watt 80 Plus Bronze Certified Non-Modular Power Supply,133.21 (Used),Corsair,CX500,500 W,80+ Bronze,https://amazon.com/dp/B0092ML0MY?tag=pcbuilder00-20
"CORSAIR VS Series, VS400, 400 Watt, 80+ White Certified, Non-Modular Power Supply",371.99,Corsair,CP-9020117-NA,400 W,80+,https://amazon.com/dp/B01MYNN9PL?tag=pcbuilder00-20
"EVGA 500 GD, 80+ Gold Certified 500W ATX Power Supply",73.95,EVGA,GD (2019),500 W,80+ Gold,https://amazon.com/dp/B07WC79PPN?tag=pcbuilder00-20
"EVGA 710 BP, 80+ BRONZE 700W + 10W, 3 Year Warranty, Power Supply 100-BP-0710-K1",139.99,EVGA,100-BP-0710-K1,710 W,80+ Bronze,https://amazon.com/dp/B08N4NV5HM?tag=pcbuilder00-20
"EVGA 600 GD, 80+ Gold Certified 600W ATX Power Supply",84.99,EVGA,GD (2019),600 W,80+ Gold,https://amazon.com/dp/B07W5WZCTR?tag=pcbuilder00-20
"be quiet! Straight Power 11 Platinum 1000W, BN644, fully modular, power supply",209.90,be quiet!,Straight Power 11,1000 W,80+ Platinum,https://amazon.com/dp/B085WW32T2?tag=pcbuilder00-20
"be quiet! Straight Power 11 Platinum 550W, BN640, fully modular, power supply",119.90,be quiet!,BN640,550 W,80+ Platinum,https://amazon.com/dp/B085WVQD1Z?tag=pcbuilder00-20
"EVGA 500 BA, 80+ BRONZE 500W, Power Supply",64.99,EVGA,BA500,500 W,80+ Bronze,https://amazon.com/dp/B08BNLL2SJ?tag=pcbuilder00-20
"be quiet! Straight Power 11 Platinum 1200W, BN645, Fully Modular, Power Supply",249.90,be quiet!,Straight Power 11,1200 W,80+ Platinum,https://amazon.com/dp/B085WW7B74?tag=pcbuilder00-20
"be quiet! Straight Power 11 Platinum 850W, Fully Modular, Power Supply",173.27,be quiet!,Straight Power 11,850 W,80+ Platinum,https://amazon.com/dp/B085WVWQXP?tag=pcbuilder00-20
"be quiet! Straight Power 11 Platinum 750W, BN642, Fully Modular, Power Supply",149.90,be quiet!,Straight Power 11,750 W,80+ Platinum,https://amazon.com/dp/B085ZBT81N?tag=pcbuilder00-20
be quiet! Straight Power 11 Platinum BN641 650W 80+ Platinum Power Supply,132.08,be quiet!,Straight Power 11,650 W,80+ Platinum,https://amazon.com/dp/B085WW5WJH?tag=pcbuilder00-20
"EVGA 610 BP, 80+ BRONZE 600W + 10W, 3 Year Warranty, Power Supply 100-BP-0610-K1",71.53,EVGA,100-BP-0610-K1,610 W,80+ Bronze,https://amazon.com/dp/B08N436KGR?tag=pcbuilder00-20
"EVGA 510 BP, 80+ BRONZE 500W + 10W, 3 Year Warranty, Power Supply 100-BP-0510-K1",77.99,EVGA,100-BP-0510-K1,510 W,80+ Bronze,https://amazon.com/dp/B08N3X9WQQ?tag=pcbuilder00-20
"EVGA 850 B5, 80 Plus Bronze 850W Fully Modular Power Supply with EVGA ECO Mode",129.99,EVGA,B5 850,850 W,80+ Bronze,https://amazon.com/dp/B084R8FT1X?tag=pcbuilder00-20
ThermalTake Berlin 630W 80Plus,99.89,Thermaltake,W0393RE,630 W,80+,https://amazon.com/dp/B004YISIB2?tag=pcbuilder00-20
"Cooler Master MWE Bronze 500 Watt 80 Plus Certified Power Supply, 3 Year Warranty",63.45,Cooler Master,MPX-5001-ACAAB-US,500 W,80+ Bronze,https://amazon.com/dp/B074ZDLGM3?tag=pcbuilder00-20
"Seasonic FOCUS Plus 750 Gold, 80+ Gold Certified 750W Full Modular Power Supply",139.99,Seasonic,FOCUS Plus,750 W,80+ Gold,https://amazon.com/dp/B073GWKDVM?tag=pcbuilder00-20
"EVGA SuperNOVA 750 G+, 80+ Gold Certified 750W Fully Modular Power Supply with FDB Fan",176.41,EVGA,SuperNOVA G1+,750 W,80+ Gold,https://amazon.com/dp/B0797HL9Z4?tag=pcbuilder00-20
"CORSAIR AX1200i Series, 80+ Platinum Certified 1200W Fully Modular Power Supply",476.61 (Used),Corsair,AX1200i,1200 W,80+ Platinum,https://amazon.com/dp/B008Q7HUR0?tag=pcbuilder00-20
be quiet! System Power 9 700W cm Cases & Hardware PSUs,/A,be quiet!,System Power 9,700 W,80+ Bronze,https://amazon.com/dp/B07V6MCGG5?tag=pcbuilder00-20
"EVGA 600W 80 Plus Certified 100-W1-0600-K1 Power Supply, 600W",45.50,EVGA,100-W1-0600-K1,600 W,80+,https://amazon.com/dp/B0160XJAQK?tag=pcbuilder00-20
"EVGA 750 B5, 80 Plus Bronze Certified 750W Fully Modular Power Supply with EVGA ECO Mode",89.50,EVGA,B5,750 W,80+ Bronze,https://amazon.com/dp/B084R89CJ5?tag=pcbuilder00-20
"Seasonic FOCUS Plus 850 Gold, 80+ Gold Certified 850W Full Modular Power Supply with 120mm FDB Fan",157.13,Seasonic,FOCUS Plus Gold,850 W,80+ Gold,https://amazon.com/dp/B073H3ZZQZ?tag=pcbuilder00-20
ARESGAME 1000W Power Supply Fully Modular 80+ Gold PSU,/A,ARESGAME,TX1000,1000 W,80+ Gold,https://amazon.com/dp/B08SQVDPMB?tag=pcbuilder00-20
"Phanteks PH-P1200PS, 80+ Platinum Certified 1200W Fully Modular Power Supply with Built-in Power Splitter",240.23,Phanteks,Revolt X,1200 W,80+ Platinum,https://amazon.com/dp/B07H7K5C8W?tag=pcbuilder00-20
"Phanteks Revolt Pro Series PH-P1000GC, 80PLUS Gold, Fully Modular, Patented Power Combo Technology, 1000W ATX Power Supply",169,Phanteks,Revolt Pro,1000 W,80+ Gold,https://amazon.com/dp/B07J64QRVH?tag=pcbuilder00-20
"Phanteks Revolt Pro, 80+ Gold Certified 850W Fully Modular ATX Power Supply",/A,Phanteks,Revolt Pro,850 W,80+ Gold,https://amazon.com/dp/B07JVC234Z?tag=pcbuilder00-20
"Phanteks AMP 750W 80PLUS Gold, ATX Power Supply, Fully Modular, Hybrid Mode, Silent Fan, Revolt PRO Link Certified",119.99,Phanteks,AMP 750,750 W,80+ Gold,https://amazon.com/dp/B07W5RSX99?tag=pcbuilder00-20
"Phanteks AMP Series 650W 80PLUS Gold, ATX Power Supply, Fully Modular, Hybrid Mode, Silent Fan, Revolt PRO Link Certified",108.99,Phanteks,AMP 650,650 W,80+ Gold,https://amazon.com/dp/B07W8ZS9HF?tag=pcbuilder00-20
"EVGA Supernova 550 Ga, 80 Plus Gold Certified 550W Fully Modular Power Supply with ECO Mode and Dbb Fan",122.96,EVGA,SuperNOVA GA,550 W,80+ Gold,https://amazon.com/dp/B07WNXY6T5?tag=pcbuilder00-20
"EVGA 700 B1, 80+ BRONZE 700W, Includes FREE Power On Self Tester Power Supply",/A,EVGA,100-B1-0700-K1,700 W,80+ Gold,https://amazon.com/dp/B018JYHBE6?tag=pcbuilder00-20
"EVGA SuperNOVA 850 G+, 80 Plus Gold 850W, Fully Modular, FDB Fan",174.29,EVGA,SuperNOVA G1+,850 W,80+ Gold,https://amazon.com/dp/B0797D6G5R?tag=pcbuilder00-20
"EVGA Supernova 1600 T2, 80+ Titanium Certified 1600W Fully Modular Power Supply with ECO Mode and SLI/Crossfire Ready",469.99,EVGA,SuperNOVA T2,1600 W,80+ Titanium,https://amazon.com/dp/B00R33ZBQU?tag=pcbuilder00-20
"EVGA Supernova 1000 T2, 80+ Titanium Certified 1000W Fully Modular Power Supply with ECO Mode,",279.99,EVGA,SuperNOVA T2,1000 W,80+ Titanium,https://amazon.com/dp/B018JYHGQE?tag=pcbuilder00-20
"EVGA Supernova 850 T2, 80+ Titanium 850W Fully Modular Power Supply with ECO Mode and Includes Free Power On Self Tester",234.99,EVGA,SuperNOVA T2,850 W,80+ Titanium,https://amazon.com/dp/B018JYHGOQ?tag=pcbuilder00-20
Cooler Master eXtreme Power Plus 500w Power Supply (RS500-PCARD3-US),99.95,Cooler Master,RS500-PCARD3-US,500 W,80+,https://amazon.com/dp/B001G0WPLK?tag=pcbuilder00-20
"Segotep GF750 SFX Power Supply Fully Modular 750W 80+ Gold PSU, Silent 80mm FDB Fan",159.99,Segotep,CP-PSU-ST-GF750-SFX,750 W,80+ Gold,https://amazon.com/dp/B08SLNLQ59?tag=pcbuilder00-20
Segotep 600W Non-Modular Gaming Power Supply 80 Plus Gold Certified PSU with Silent 120mm Fan,/A,Segotep,600W Non-Modular,600 W,80+ Gold,https://amazon.com/dp/B0832KN3RV?tag=pcbuilder00-20
"Seasonic FOCUS Plus 750 Platinum, 80+ Platinum Certified 750W Full Modular Power Supply with 120mm FDB Fan",166.99,Seasonic,FOCUS Plus Platinum,750 W,80+ Platinum,https://amazon.com/dp/B074NB1PBZ?tag=pcbuilder00-20
"Cooler Master Elite v3, 80+ Certified 600W ATX Power Supply with Quiet 120mm Fan, and PCI-E support",/A,Cooler Master,Elite V3,600 W,80+,https://amazon.com/dp/B07BDPXVMF?tag=pcbuilder00-20
Cooler Master Elite 500W Ver.3 - ATX Power Supply Quiet 120mm Fan PCI-E Support,45.46,Cooler Master,MPW-5001-ACAAN1-US,500 W,80,https://amazon.com/dp/B07CZ1LY3K?tag=pcbuilder00-20
"Cooler Master V850 SFX Gold Full Modular, 850W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor",144.99,Cooler Master,V850,850 W,80+ Gold,https://amazon.com/dp/B08LP6WS35?tag=pcbuilder00-20
New 2020 80+ Gold Certified Fully Modular 850W High Performance Gaming Power Supply Support NV RTX & ATI RX GPU ApexGaming AG-850M PSU,99.99,ApexGaming,AG-850M,850 W,80+ Gold,https://amazon.com/dp/B075XGBBBS?tag=pcbuilder00-20
New 2020 80+ Gold Certified Fully Modular 750W High Performance Gaming Power Supply Support RTX3-series & AMD RX6-series GPU ApexGaming AG-750M PSU,79.99,ApexGaming,AG-750M,750 W,80+ Gold,https://amazon.com/dp/B079GFTB8F?tag=pcbuilder00-20
"be quiet! Straight Power 11, 80+ Gold Certified 850W Power Supply",196.15,be quiet!,Straight Power 11,850 W,80+ Gold,https://amazon.com/dp/B078X22YBR?tag=pcbuilder00-20
"Antec Earthwatts Gold EA750G Pro Series, 80 Plus Gold 750W Semi-Modular Power Supply with 120mm Silent Fan",164.99,Antec,Earthwatts Gold Pro,750 W,80+ Gold,https://amazon.com/dp/B077GFQVR4?tag=pcbuilder00-20
"Antec Earthwatts Gold EA650G Pro, 650W Semi-Modular 80 Plus Gold Certified Power Supply",149.99,Antec,Earthwatts Gold Pro,650 W,80+ Gold,https://amazon.com/dp/B077G9V84S?tag=pcbuilder00-20
"Antec Earthwatts Gold EA550G Pro, 80 Plus Gold Certified 550W Semi-Modular Power Supply with Silent Fan",/A,Antec,Earthwatts Gold Pro,550 W,80+ Gold,https://amazon.com/dp/B077GCHN1F?tag=pcbuilder00-20
Alimentation ATX Cooler Master MWE White V2-700W,78.48,Cooler Master,MPE-7001-ACABW-EU,700 W,80+,https://amazon.com/dp/B07WZQ5BS8?tag=pcbuilder00-20
"EVGA 700 BR, 80+ Bronze Certified 700W ATX Power Supply",74.98,EVGA,BR,700 W,80+ Bronze,https://amazon.com/dp/B07DTP6MWS?tag=pcbuilder00-20
"CORSAIR RM Series, White, RM850, 850 Watt, 80 Plus Gold Certified, Fully Modular Power Supply",114.99,Corsair,RM850,850 W,80+ Gold,https://amazon.com/dp/B093RCJRNS?tag=pcbuilder00-20
"Seasonic FOCUS Plus 550 Gold, 80+ Gold Certified 550W Full Modular Power Supply",139.60,Seasonic,FOCUS Plus,550 W,80+ Gold,https://amazon.com/dp/B073GY89G5?tag=pcbuilder00-20
"EVGA 850 GQ, 80+ GOLD 850W Semi Modular ATX Power Supply with EVGA ECO Mode",139.99,EVGA,850 GQ,850 W,80+ Gold,https://amazon.com/dp/B017HA3SO0?tag=pcbuilder00-20
"Seasonic S12III 550, 80+ Bronze Certified 550W ATX Power Supply",79.99,Seasonic,S12III,550 W,80+ Bronze,https://amazon.com/dp/B07MWGZT5N?tag=pcbuilder00-20
Seasonic S12III 450 SSR-450GB3 450W 80+ Bronze ATX12V & EPS12V Direct Cable Wire Output Smart & Silent Fan Control Power Supply,128.68 (Used),Seasonic,S12III 450,450 W,80+ Bronze,https://amazon.com/dp/B07MWHYQRC?tag=pcbuilder00-20
Alimentation ATX Sharkoon SilentStorm Cool Zero - 650W Sharkoon,138.22,Sharkoon,SilentStorm Cool Zero,650 W,80+ Gold,https://amazon.com/dp/B07MHXX3PX?tag=pcbuilder00-20
Cooler Master MWE 550 White 230V - V2,Used),Cooler Master,MPW-5502-ACABW-IN,550 W,80+,https://amazon.com/dp/B07C5P7B4N?tag=pcbuilder00-20
"ASUS ROG Strix, 850W White Edition 80+ Gold Fully Modular ATX Power Supply",229.99,ASUS,ROG Strix,850 W,80+ Gold,https://amazon.com/dp/B08BX7JXC3?tag=pcbuilder00-20
"CORSAIR RM850X Series, 80+ Gold Certified 850W Fully Modular Power Supply",169.99,Corsair,RM850x,850 W,80+ Gold,https://amazon.com/dp/B015YEI8JG?tag=pcbuilder00-20
"EVGA SuperNOVA 650 G2, 80+ Gold Certified 650W Fully Modular Power Supply with EVGA ECO Mode, and Includes FREE Power On Self Tester",/A,EVGA,SuperNOVA,650 W,80+ Gold,https://amazon.com/dp/B0106RDIN2?tag=pcbuilder00-20
SilverStone Technology Strider Fully Modular 700W ATX Power Supply with 80 Plus Titanium,/A,SilverStone Technology,Strider ST70F Ti,700 W,80+ Titanium,https://amazon.com/dp/B01CE7NUIU?tag=pcbuilder00-20
"CORSAIR TXM Series (TX650M), 80+ Gold Certified 650W Semi Modular Power Supply",148,Corsair,TXM,650 W,80+ Gold,https://amazon.com/dp/B01N18J52E?tag=pcbuilder00-20
Thermaltake Smart 550W 80+ Bronze ATX 12V 2.4/EPS 12V 2.92 Power Supply SP-550PCBUS,/A,Thermaltake,Smart 550,550 W,80+ Bronze,https://amazon.com/dp/B00BUM178Q?tag=pcbuilder00-20
"Thermaltake Toughpower Grand RGB 1050W 80+ Platinum Smart Zero RGB Fan, SLI/CrossFire Ready Continuous Power, Full Modular ATX 12V 2.4/EPS 12V 2.92 Power Supply",349,Thermaltake,Toughpower Grand 1050,1050 W,80+ Platinum,https://amazon.com/dp/B078NL9SP3?tag=pcbuilder00-20
"CORSAIR HXi HX1000i, 80+ Platinum Certified 1000W Fully Modular Power Supply",499,Corsair,HX1000i,1000 W,80+ Platinum,https://amazon.com/dp/B00M2UINT6?tag=pcbuilder00-20
SilverStone Technology 750W 80 Plus Platinum Certified Single +12V Rail ATX Power Supply,139.48,SilverStone Technology,ST75F,750 W,80+ Platinum,https://amazon.com/dp/B016XMO12G?tag=pcbuilder00-20
"CORSAIR SF450 Series,80+ Gold Certified 450W Fully Modular SFX Power Supply",114.99,Corsair,SF450,450 W,80+ Gold,https://amazon.com/dp/B01CGGOXWQ?tag=pcbuilder00-20
XFX TS 550W 80+ Gold Easy Rail Plus Power Supply ATX 550 Energy Star Certified Power Supply,156.68,XFX,P1-550G-TS3X,550 W,80+ Gold,https://amazon.com/dp/B00HW979AQ?tag=pcbuilder00-20
"Corsair CX-M Series, CX750M, Modular Power Supply, 80 Plus Bronze, Black",93.99,Corsair,CP-9020222-NA,750 W,80+ Bronze,https://amazon.com/dp/B093ND8LML?tag=pcbuilder00-20
Sharkoon Alimentation ATX Sharkoon SilentStorm Cool Zero,150.49,Sharkoon,SilentStorm Cool Zero,750 W,80+ Gold,https://amazon.com/dp/B07MBQMKN2?tag=pcbuilder00-20
XFX PRO750W Core Edition 80+ Bronze ATX 750 Energy Star Certified Power Supply,165,XFX,P1750SNLB9,750 W,80+ Bronze,https://amazon.com/dp/B0045L4BJ6?tag=pcbuilder00-20
"EVGA SuperNOVA 1000 G+, 80 Plus Gold 1000W Fully Modular Power Supply",199.99,EVGA,SuperNOVA G1,1000 W,80+ Gold,https://amazon.com/dp/B0797D5WHH?tag=pcbuilder00-20
