Title,Price,Brand,Model,chipset,Form factor,Socket type,Memory slots,max_memory_support,Link
"MSI MPG B550 Gaming Edge WiFi Gaming Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, AX Wi-Fi 6, HDMI/DP, ATX, AMD Ryzen 5000 Series Processors)",319.99,MSI,MPG B550 GAMING EDGE WIFI,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089CQFHHZ?tag=pcbuilder00-20
"MSI PRO B550M-VC WiFi ProSeries Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, HDMI/DP, Wi-Fi, mATX)",109.99,MSI,PRO B550M-VC WiFi,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B0BDCZRBD6?tag=pcbuilder00-20
"MSI B550M PRO-VDH WiFi ProSeries Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 1, Wi-Fi, D-SUB/HDMI/DP, Micro-ATX)",119.99,MSI,B550M PRO-VDH WIFI,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B089D1YG11?tag=pcbuilder00-20
"ASUS Prime B550M-A AC AMD AM4 Micro ATX Motherboard (HDMI 2.1/D-Sub, 4K@60HZ, Addressable Gen 2 RGB Header and Aura Sync)",147.94,ASUS,B550M-A AC,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B07VHJ34W7?tag=pcbuilder00-20
"ASUS TUF Gaming B550-PLUS AMD AM4 (3rd Gen Ryzen ATX Gaming Motherboard (PCIe 4.0, 2.5Gb LAN, HDMI 2.1, BIOS Flashback, USB 3.2 Gen 2, Addressable Gen 2 RGB Header and Aura Sync)",139.99,ASUS,TUF GAMING B550-PLUS,AMD B550,ATX,AM4,,,https://amazon.com/dp/B088W57M4J?tag=pcbuilder00-20
"ASUS Prime B550M-A WiFi AMD AM4 (3rd Gen Ryzen Micro ATX Motherboard (PCIe 4.0, WiFi 6, ECC Memory, 1Gb LAN, HDMI 2.1/D-Sub, 4K@60HZ, Addressable Gen 2 RGB Header and Aura Sync)",149.79,ASUS,PRIME B550M-A (WI-FI),AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B081PZTZ4B?tag=pcbuilder00-20
"ASUS TUF GAMING B550M-PLUS WiFi II AMD AM4 (3rd Gen Ryzen) microATX gaming motherboard (PCIe 4.0, WiFi 6 2.5Gb LAN, BIOS FlashBack, HDMI 2.1, USB 3.2 Gen 2, Addressable Gen 2 RGB header and AURA Sync)",159.99,ASUS,TUF GAMING B550M-PLUS WIFI II,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B09WJMC995?tag=pcbuilder00-20
"ASUS TUF Gaming B550M-PLUS (WiFi 6) AMD AM4 (3rd Gen Ryzen microATX Gaming Motherboard (PCIe 4.0, 2.5Gb LAN, BIOS Flashback, HDMI 2.1, USB 3.2 Gen 2, Addressable Gen 2 RGB Header and Aura Sync)",288.50,ASUS,TUF GAMING B550M-PLUS (WI-FI),AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B088VXTBWR?tag=pcbuilder00-20
"ASUS ROG Strix B550-E Gaming AMD AM4 (3rd Gen Ryzen ATX Gaming Motherboard (PCIe 4.0, NVIDIA SLI, WiFi 6, 2.5Gb LAN, 14+2 Power Stages, Front USB 3.2 Type-C, Addressable Gen 2 RGB and Aura Sync)",360,ASUS,ROG STRIX B550-E GAMING,AMD B550,ATX,AM4,,,https://amazon.com/dp/B088W4933P?tag=pcbuilder00-20
"MSI MPG B550 Gaming Plus Gaming Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, HDMI/DP, ATX)",159.99,MSI,MPG B550 GAMING PLUS,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089CRF5XV?tag=pcbuilder00-20
"ASUS ROG Strix B550-I Gaming AMD AM4 (3rd Gen Ryzen Mini-ITX SFF Gaming Motherboard (PCIe 4.0, WiFi 6, 2.5Gb LAN, DDR4 5100+ (O.C.), Front USB 3.2 Gen 2 Type-C, Addressable Gen 2 RGB and Aura Sync)",208.99,ASUS,ROG STRIX B550-I GAMING,AMD B550,Mini ITX,AM4,,,https://amazon.com/dp/B089D34SZT?tag=pcbuilder00-20
"ASUS TUF Gaming B550-PLUS WiFi II AMD AM4 (3rd Gen Ryzen™) ATX Gaming Motherboard (PCIe 4.0, WiFi 6, 2.5Gb LAN, BIOS Flashback, USB 3.2 Gen 2, Addressable Gen 2 RGB Header and Aura Sync)",168.99,ASUS,TUF Gaming B550-PLUS WiFi II,AMD B550,ATX,AM4,,,https://amazon.com/dp/B09K4QMPL9?tag=pcbuilder00-20
"ASUS TUF Gaming B550-PLUS WiFi AMD AM4 Zen 3 Ryzen 5000 & 3rd Gen Ryzen ATX Gaming Motherboard (PCIe 4.0, WiFi 6, 2.5Gb LAN, BIOS Flashback",259.99,ASUS,TUF GAMING B550-PLUS,AMD B550,ATX,AM4,,,https://amazon.com/dp/B08F9LP42S?tag=pcbuilder00-20
ASRock B550M PRO4 Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,94.87,ASRock,B550M PRO4,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B089VY5WVM?tag=pcbuilder00-20
ASRock B550 Phantom Gaming 4 Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,84.99,ASRock,B550 PHANTOM GAMING 4,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089VTZ83Q?tag=pcbuilder00-20
"MSI MPG B550 Gaming Carbon WiFi Gaming Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, Dual M.2, USB 3.2 Gen 2, HDMI/DP, Wi-Fi 6 AX, ATX) (B550GCARBWIFI)",233.50,MSI,B550 Gaming Carbon WiFi,AMD B550,ATX,AM4,,,https://amazon.com/dp/B08BWZGSHB?tag=pcbuilder00-20
"ASUS TUF Gaming B550M-PLUS AMD AM4 (3rd Gen Ryzen Micro ATX Gaming Motherboard (PCIe 4.0, 2.5Gb LAN, BIOS Flashback, HDMI 2.1, USB 3.2 Gen 2, Addressable Gen 2 RGB Header and Aura Sync)",149.99,ASUS,TUF GAMING B550M-PLUS,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B088W66DQ7?tag=pcbuilder00-20
ASRock B550M Steel Legend Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,154.99,ASRock,B550M STEEL LEGEND,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B089W2Q2QC?tag=pcbuilder00-20
Gigabyte AMD B550 AORUS Elite Socket AM4 Micro ATX DDR4-SDRAM Motherboard,134.59,Gigabyte,B550M AORUS ELITE,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B08BN8VD23?tag=pcbuilder00-20
"ASUS Prime B550-PLUS AMD AM4 Zen 3 Ryzen 5000 & 3rd Gen Ryzen ATX Motherboard (PCIe 4.0, ECC Memory, 1Gb LAN, HDMI 2.1, DisPlayPort 1.2",134.99,ASUS,PRIME B550-PLUS,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089CT5GDM?tag=pcbuilder00-20
"MSI MAG B550M Mortar WiFi Gaming Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, AX Wi-Fi 6, HDMI/DP, Micro-ATX)",225,MSI,MAG B550M MORTAR WIFI,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B089CLTLDN?tag=pcbuilder00-20
GIGABYTE B550M AORUS PRO (AM4 AMD/B550/Micro ATX/Dual M.2/SATA 6Gb/s/USB 3.2 Gen 2/PCIe 4.0/HDMI/DVI/DDR4/Motherboard),248.68 (Used),Gigabyte,B550M AORUS PRO,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B089FWXH3S?tag=pcbuilder00-20
"MSI MAG B550M Mortar Gaming Motherboard AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, HDMI/DP, Micro-ATX",219.99,MSI,MAG B550M MORTAR  ,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B089CSPTRH?tag=pcbuilder00-20
ASRock B550 Phantom Gaming 4 AC Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,128.57,ASRock,B550 PHANTOM GAMING 4 AC,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089VZFWHB?tag=pcbuilder00-20
ASRock B550M-ITX/AC Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,121.99,ASRock,B550M-ITX/AC,AMD B550,Mini ITX,AM4,,,https://amazon.com/dp/B089VYCHMG?tag=pcbuilder00-20
"MSI MAG B550M Bazooka Gaming Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 1, HDMI/DP, Micro-ATX)",230,MSI,MAG B550M,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B089D666KF?tag=pcbuilder00-20
ASRock B550M-HDV Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,72.99,ASRock,B550M-HDV,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B089W26FCB?tag=pcbuilder00-20
GIGABYTE B550 AORUS PRO (AM4 AMD/B550/ATX/Dual M.2/ SATA 6Gb/s/USB 3.2 Gen 2/2.5 GbE LAN/ALC1220-VB/RGB Fusion 2.0/PCIe4/DDR4/Gaming Motherboard),167.52 (Used),Gigabyte,B550 AORUS PRO,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089FT8JLW?tag=pcbuilder00-20
NZXT N7 B550 AMD B550 chipset (Supports AMD Socket AM4 Ryzen CPUs) - ATX Gaming Motherboard - Integrated Rear I/O Shield - Wifi 6 connectivity,199,NZXT,N7-B55XT-B1,AMD B550,ATX,AM4,,,https://amazon.com/dp/B091BK2KXD?tag=pcbuilder00-20
ASRock B550 PRO4 Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,104.99,ASRock,B550 PRO4,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089W2ZTHF?tag=pcbuilder00-20
ASRock B550 Steel Legend Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,139.99,ASRock,B550 STEEL LEGEND,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089W8B8VY?tag=pcbuilder00-20
GIGABYTE B550 AORUS Master (AM4 AMD/B550/ATX/Triple M.2/SATA 6Gb/s/USB 3.2 Gen 2/WiFi 6/Realtek ALC1220-Vb/Fins-Array Heatsink/RGB Fusion 2.0/DDR4/Gaming Motherboard),345,Gigabyte,B550 AORUS Master,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089FTYMBP?tag=pcbuilder00-20
"ASUS Prime B550M-A/CSM AMD AM4 (3rd Gen Ryzen microATX Commercial Motherboard (PCIe 4.0, ECC Memory, 1Gb LAN, HDMI 2.1/D-Sub, 4K@60HZ, TPM, ASUS Control Center Express)",114.75,ASUS,PRIME B550M-A/CSM,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B088VVN85S?tag=pcbuilder00-20
"MSI MPG B550I Gaming Edge WiFi Gaming Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, AX Wi-Fi 6, HDMI, Mini-ITX)",329.99 (Used),MSI,MPG B550I Gaming Edge,AMD B550,Mini ITX,AM4,,,https://amazon.com/dp/B089CPDLYC?tag=pcbuilder00-20
Gigabyte B550 Vision D (AMD Ryzen 3000/B550/ATX/3xPCIe 4.0/3.0/DDR4/ECC Memory/Titan Ridge/3xM.2/USB3.2 Gen 2 Type-C/Intel WiFi 6/Fully Quadro QVL Tested/Dual Intel LAN/1xHDMI 2.1/Motherboard),/A,Gigabyte,B550 VISION D,AMD B550,ATX,AM4,,,https://amazon.com/dp/B08C9GJ49M?tag=pcbuilder00-20
ASRock B550 Phantom Gaming-ITX/AX Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,159.99,ASRock,B550 PHANTOM GAMING-ITX/AX,AMD B550,Mini ITX,AM4,,,https://amazon.com/dp/B089VRZ6JX?tag=pcbuilder00-20
"ASUS Prime B550M-K AMD AM4 Zen 3 Ryzen 5000 & 3rd Gen Ryzen Micro-ATX Motherboard PCIe 4.0, ECC Memory, 1Gb LAN, Dual M.2, USB 3.2 Gen 2 Type-A",199,ASUS,PRIME B550M-K,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B07WJ371HH?tag=pcbuilder00-20
ASRock B550 Taichi Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,189.99,ASRock,B550 TAICHI,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089RBRJMF?tag=pcbuilder00-20
NZXT N7 B550 AMD B550 chipset (Supports AMD Socket AM4 Ryzen CPUs) - ATX Gaming Motherboard - Integrated Rear I/O Shield - WiFi 6 connectivity - White,348.76,NZXT,N7-B55XT-W1,AMD B550,ATX,AM4,,,https://amazon.com/dp/B092RFLLS2?tag=pcbuilder00-20
GIGABYTE B550 Gaming X (AM4 AMD/B550/ATX/Dual M.2/SATA 6Gb/s/USB 3.2 Gen 2/PCIe 4.0/HDMI/DVI/USB 3.1 Gen 2/DDR4/Gaming Motherboard),266.86 (Used),Gigabyte,B550 Gaming X,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089FT4W4Z?tag=pcbuilder00-20
"ASUS TUF Gaming B550-PRO AMD AM4 ATX Gaming Motherboard (USB 3.2 Gen 2 Type-C®, vFront USB Type-C®, BIOS Flashback, Addressable Gen 2 RGB Header)",149.99,ASUS,TUF GAMING B550-PRO,AMD B550,ATX,AM4,,,https://amazon.com/dp/B08Y5GPKJR?tag=pcbuilder00-20
"MSI MEG B550 Unify Gaming Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, Dual M.2, USB 3.2 Gen 2, HDMI, Wi-Fi 6 AX, ATX, AMD Ryzen 5000 Series Processors)",267.18,MSI,B550UNIFY,AMD B550,ATX,AM4,,,https://amazon.com/dp/B08Q2685ZN?tag=pcbuilder00-20
ASRock B550 EXTREME4 Supports 3rd Gen AMD AM4 Ryzen™ / Future AMD Ryzen™ Processors Motherboard,164.92,ASRock,B550 EXTREME4,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089RBYRD5?tag=pcbuilder00-20
"ASUS ROG Strix B550-XE Gaming WiFi AMD AM4 (Zen 3/3rd Gen Ryzen) ATX gaming motherboard (PCIe 4.0, WiFi 6, 2.5Gb LAN, 16(90A) power stages, bundled ASUS Hyper M.2 x16 Gen 4 Card, Addressable Gen 2 RGB",296.78,ASUS,ROG Strix B550-XE Gaming WiFi,AMD B550,ATX,AM4,,,https://amazon.com/dp/B08NRV2RQH?tag=pcbuilder00-20
ASRock B550 PG Velocita Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard,157.31,ASRock,B550 PG VELOCITA,AMD B550,ATX,AM4,,,https://amazon.com/dp/B089W55GQJ?tag=pcbuilder00-20
"ASUS ProArt B550-Creator AMD ATX content creator motherboard (Thunderbolt™ 4, DisplayPort/HDMI, USB 3.2 Gen 2 Type-A and Type-C, and RGB headers)",239.99,ASUS,PROART B550-CREATOR,AMD B550,ATX,AM4,,,https://amazon.com/dp/B08ZS73B4Y?tag=pcbuilder00-20
"MSI B550 Gaming GEN3 Gaming Motherboard (USB 3.2 Gen 1, HDMI, ATX, AMD Ryzen 5000/4000 Series Processors)",109.99,MSI,B550 Gaming GEN3,AMD B550,ATX,AM4,,,https://amazon.com/dp/B0BHCL4YVS?tag=pcbuilder00-20
"MSI B550M PRO ProSeries Motherboard Support 3rd Gen AMD Ryzen, AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 1, HDMI/DP, Micro-ATX",164.99,MSI,B550M PRO,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B08P2CC4CJ?tag=pcbuilder00-20
ASRock AM4 AMD B550 SATA 6Gb/s Micro ATX AMD Motherboard Model B550M Phantom Gaming 4,108.93,ASRock,B550M Phantom Gaming 4,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B08MXSQS49?tag=pcbuilder00-20
BIOSTAR B550MH AM4 AMD/B550/mATX/PCIe 4.0/DDR4/M.2/SATA 6Gb/s/USB 3.2 Gen 1/Realtek RTL8111H/HDMI 4K/Gaming Motherboard,113.09,Biostar,4712960682627,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B08F1X9QNY?tag=pcbuilder00-20
"MSI PRO B550M-P GEN3 Motherboard, Micro-ATX, AM4 - AMD Ryzen 5000 Ready, 1G LAN",147.59,MSI,7D95-001R,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B09Z2MP6J4?tag=pcbuilder00-20
Asus PROB550M-C/CSM Pro B550mc Csm Amd Am4,121,ASUS,PRO B550M-C/CSM,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B08TMV9FW5?tag=pcbuilder00-20
"ASUS Prime B550M-A WiFi II AMD AM4 (3rd Gen Ryzen™) Micro ATX Motherboard (PCIe 4.0, WiFi 6, ECC Memory, 1Gb LAN, HDMI 2.1/D-Sub, 4K@60HZ, Addressable Gen 2 RGB Header and Aura Sync)",139.99,ASUS,PRIME B550M-A WIFI II,AMD B550,Micro ATX,AM4,,,https://amazon.com/dp/B0B5M97W1T?tag=pcbuilder00-20
Gigabyte A520M S2H (AMD Ryzen AM4/MicroATX/4+3 Phases Digital PWM/Gigabyte Gaming GbE LAN/NVMe PCIe 3.0 x4 M.2/3 Display Interfaces/Q-Flash Plus/RGB Fusion 2.0/Motherboard),103.49,Gigabyte,A520M S2H,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08F7HPJ4F?tag=pcbuilder00-20
Gigabyte A520M DS3H (AMD Ryzen AM4/MicroATX/5+3 Phases Digital PWM/Gaming GbE LAN/NVMe PCIe 3.0 x4 M.2/3 Display Interfaces/Q-Flash Plus/RGB Fusion 2.0/Motherboard),119,Gigabyte,A520M DS3H,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08F7J8XTV?tag=pcbuilder00-20
Gigabyte A520I AC (AMD Ryzen AM4/Mini-ITX/Direct 6 Phases Digital PWM with 55A DrMOS/Gaming GbE LAN/Intel WiFi+Bluetooth/NVMe PCIe 3.0 x4 ),99.99,Gigabyte,A520I AC,AMD A520,Mini ITX,AM4,,,https://amazon.com/dp/B08F7BHDLY?tag=pcbuilder00-20
"ASUS TUF Gaming A520M-PLUS (WiFi) AMD AM4 microATX Gaming Motherboard (DisplayPort, HDMI, USB 3.2 Gen 1 Type-A and Aura Addressable Gen 2 headers)",99.99,ASUS,TUF GAMING A520M-PLUS WIFI,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B0997N7P12?tag=pcbuilder00-20
Gigabyte A520 AORUS Elite AM4/AMD/ A520/ ATX/M.2/SATA 6Gb/s/USB 3.2 Gen 2/Realtek GbE LAN/Motherboard,198.68 (Used),Gigabyte,A520 AORUS ELITE,AMD A520,ATX,AM4,,,https://amazon.com/dp/B08J9PKJ4D?tag=pcbuilder00-20
"ASUS Prime A520M-A II/CSM AMD AM4 microATX Commercial Motherboard (4K@60HZ, USB3.2 Gen1Type-A, ARGBheader with AURAsync)",79.99,ASUS,PRIME A520M-A II/CSM,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B0997CGDLQ?tag=pcbuilder00-20
ASRock A520M-HDV Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors(3000 and 4000 Series Processors) Motherboard,71.99,ASRock,A520M-HDV,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08G1Y95SZ?tag=pcbuilder00-20
ASRock A520M-ITX/AC Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors (3000 and 4000 Series Processors) Motherboard,104.99,ASRock,A520M-ITX/AC,AMD A520,Mini ITX,AM4,,,https://amazon.com/dp/B08G1WLVR2?tag=pcbuilder00-20
"Asustek Computer Prime A520M-E AMD A520 Micro ATX Motherboard (1 Gb Ethernet, HDMI/DVI/D-Sub, SATA 6 Gbps, USB 3.2 Gen 2 Type-A)",137.94,ASUS,90MB1510-M0EAY0,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08DQB8WH5?tag=pcbuilder00-20
MSI A520M-A PRO (Socket AM4/A520/DDR4/S-ATA 600/Micro ATX),86.92,MSI,A520M-A PRO,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08HHMCCXV?tag=pcbuilder00-20
ASRock A520M/AC Micro ATX Motherboard,/A,ASRock,A520M/AC,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08GX7ZQCX?tag=pcbuilder00-20
"ASRock A520M Pro4 AMD Ryzen 3000/4000 Series (Soket AM4) Compatible with A520 Chipset, Micro ATX Motherboard",102.18,ASRock,90-MXBDU0-A0UAYZ,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08G22JFHG?tag=pcbuilder00-20
MSI Pro AMD A520 AM4 Micro ATX DDR4-SDRAM Motherboard,115.92,MSI,7D14-005R,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08HKJ45DR?tag=pcbuilder00-20
Asus Prime A520M-A/CSM Desktop Motherboard - AMD Chipset - Socket AM4 - Micro ATX,139,ASUS,A520M-A/CSM,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08HNFDFWC?tag=pcbuilder00-20
ASRock AMD A520 Socket AM4 Micro ATX DDR4-SDRAM Motherboard,81.94,ASRock,90-MXBE60-A0UAYZ,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08HKWLNPV?tag=pcbuilder00-20
ASUS Pro A520M-C II/CSM AMD AM4 (3rd Gen Ryzen™) microATX Commercial Motherboard,92.99,ASUS,90MB18F0-M0EAYC,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B0979QCJXK?tag=pcbuilder00-20
ASRock A520M PHANTOM GAMING 4 AM4 AMD A520 SATA 6Gb/s Micro ATX AMD Motherboard,193,ASRock,A520M PG4,AMD A520,Micro ATX,AM4,,,https://amazon.com/dp/B08P344D2C?tag=pcbuilder00-20
MSI Performance Gaming AMD X470 Ryzen 2ND and 3rd Gen AM4 DDR4 DVI HDMI Onboard Graphics CFX ATX Motherboard,199.99,MSI,X470 GAMING PLUS MAX,AMD X470,ATX,AM4,,,https://amazon.com/dp/B07Y468HV3?tag=pcbuilder00-20
ASUS ROG Crosshair VII Hero (Wi-Fi) AMD Ryzen 2 AM4 DDR4 M.2 USB 3.1 Gen2 ATX X470 Motherboard,294.90 (Used),ASUS,ROG Crosshair VII Hero (Wi-Fi),AMD X470,ATX,AM4,,,https://amazon.com/dp/B07C5JKH91?tag=pcbuilder00-20
AsRock Rack X470D4U Micro ATX Server Motherboard AM4 Ryzen & Ryzen 7nm PGA1331 AMD X470,282.94,ASRock,X470D4U,AMD X470,Micro ATX,AM4,,,https://amazon.com/dp/B07PNFTPGB?tag=pcbuilder00-20
"Asrock X470 Master SLI, AMD X470, AM4, ATX, DDR4, HDMI, SLI/XFire, Dual M. 2, RGB Lighting",378.54,ASRock,90-MXB7F0-A0UAYZ,AMD X470,ATX,AM4,,,https://amazon.com/dp/B07C1M3WGV?tag=pcbuilder00-20
ASROCK AMD X470 Chip Set Mini – ITX Motherboard Fatal1ty X470 Gaming – ITX/AC,132.26,ASRock,90-MXB7K0-A0UAYZ,AMD X470,Mini ITX,AM4,,,https://amazon.com/dp/B07CJP25WY?tag=pcbuilder00-20
AsRock Rack X470D4U2-2T Micro ATX Server Motherboard AM4 Ryzen & Ryzen 7nm PGA1331 AMD X470 Dual 10GLAN,492.95,ASRock,X470D4U2-2T,AMD X470,Micro ATX,AM4,,,https://amazon.com/dp/B07W99M96C?tag=pcbuilder00-20
GIGABYTE B450M DS3H V2 (AMD Ryzen AM4/Micro ATX/M.2/HMDI/DVI/USB 3.1/DDR4/Motherboard),99 (Used),Gigabyte,B450M DS3H V2,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B08KWMXGQW?tag=pcbuilder00-20
Gigabyte B450 AORUS Elite V2 AMD Ryzen AM4/ATX/M.2 Thermal Guard/Hmdi/DVI/USB 3.1/DDR4/Motherboard,99.99,Gigabyte,B450 AORUS ELITE V2,AMD B450,ATX,AM4,,,https://amazon.com/dp/B08LG2JC4B?tag=pcbuilder00-20
"Gigabyte B450 AORUS Elite ATX Motherboard for AMD Ryzen AM4 Processors (M.2, HDMI 2.0, DVI-D, USB 3.1, DDR4)",156.62,Gigabyte,B450 AORUS ELITE,AMD B450,ATX,AM4,,,https://amazon.com/dp/B07GRNSWNR?tag=pcbuilder00-20
"Gigabyte B450M DS3H AMD Socket AM4 MicroATX Motherboard with M.2, HDMI, DVI, USB 3.1, and USB Slots",127.44,Gigabyte,B450M DS3H,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B07FWVJSHC?tag=pcbuilder00-20
GIGABYTE B450 AORUS PRO Wi-Fi (AMD Ryzen AM4/ATX/M.2 Thermal Guard with Onboard Wi-Fi/HDMI/DVI/USB 3.1 Gen 2/DDR4/Motherboard),184,Gigabyte,B450 AORUS PRO WIFI,AMD B450,ATX,AM4,,,https://amazon.com/dp/B07FW85VFT?tag=pcbuilder00-20
GIGABYTE B450 AORUS M (AMD Ryzen AM4/Micro ATX/M.2 Thermal Guard/HDMI/DVI/USB 3.1 Gen 2/DDR4/Motherboard),123.99,Gigabyte,B450 AORUS M,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B07FWY246F?tag=pcbuilder00-20
"Asus ROG Strix B450-F ATX Gaming Motherboard for AMD Ryzen Processor with DDR4, HDMI, M.2, and USB 3.1 Slots",249.64,ASUS,ROG STRIX B450-F GAMING,AMD B450,ATX,AM4,,,https://amazon.com/dp/B07FKTZC4M?tag=pcbuilder00-20
"ASUS ROG Strix B450-F Gaming II AMD AM4 Ryzen 5000, 3rd Gen Ryzen ATX Gaming Motherboard (8+4 Power Stages, HDMI 2.0b/DP,2 x PCIe 3.0 x16",229.99,ASUS,ROG STRIX B450-F Gaming II,AMD B450,ATX,AM4,,,https://amazon.com/dp/B08KH1M1H4?tag=pcbuilder00-20
"MSI Arsenal Gaming AMD Socket AM4 Crossfire ATX Motherboard with M.2, USB 3, DDR4, and HDMI Slots",138.99,MSI,B450TOMAMAX,AMD B450,ATX,AM4,,,https://amazon.com/dp/B07WF6ZQST?tag=pcbuilder00-20
MSI Arsenal Gaming AMD Ryzen 1st and 2nd Gen AM4 M.2 USB 3 DDR4 DVI HDMI Crossfire ATX Motherboard,179.99,MSI,B450 TOMAHAWK,AMD B450,ATX,AM4,,,https://amazon.com/dp/B07F7W5KJS?tag=pcbuilder00-20
"ASRock B450M PRO4 Micro ATX AMD AM4 Motherboard with SATA 6Gb/s, USB 3.1, HDMI, and DDR4",148.86 (Used),ASRock,B450M PRO4,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B07FVYKFXF?tag=pcbuilder00-20
"Asus Prime B450M-A/CSM AMD AM4 (3rd/2nd/1st Gen Ryzen Micro-ATX commercial motherboard (1Gb LAN, ECC Memory, D-Sub/HDMI/DVI-D, TPM header, COM port, Asus Control Center Express)",135.99,ASUS,B450M-A/CSM,AMD B450,Micro ATX,AM4,,,https://amazon.com/dp/B07FKV5HWJ?tag=pcbuilder00-20
