Title,Price,Brand,Model,Capacity:,Type:,RPM,Interface,Cache Memory,Form Factor,Link
"ADATA SU800 512GB 3D-NAND 2.5"" Internal Solid State Drive",91.97,ADATA,SU800,512 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B01K8A29CS?tag=pcbuilder00-20
"Seagate FireCuda 2TB SATA 2.5"" Solid State Hybrid Drive Performance SSHD with 5400 RPM & 8192 MB Cache",199.85,Seagate,FireCuda,2 TB,SSHD,5400 RPM,SATA 6 Gb/s,8192 MB,"2.5""",https://amazon.com/dp/B01M1NHCZT?tag=pcbuilder00-20
Corsair Force MP510 Series 240GB PCIe Gen3 x4 NVMe M.2-2280 Internal Solid State Drive,66.65,Corsair,MP510,240 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07JW49VZD?tag=pcbuilder00-20
"SanDisk SSD PLUS 240GB SATA 6 Gb/s 2.5"" Internal Solid State Drive",37.03,SanDisk,PLUS,240 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B01F9G43WU?tag=pcbuilder00-20
"Kingston A400, 240GB SATA M2-2280 based Internal Solid State Drive",32.95,Kingston,A400,240 GB,SSD,,SATA 6 Gb/s,,M.2-2280,https://amazon.com/dp/B07P22RK1G?tag=pcbuilder00-20
"Seagate BarraCuda Pro 10TB SATA 6 Gb/s 3.5""Internal Hard Drive with 7200 RPM & 256MB Cache",250,Seagate,BarraCuda Pro,10 TB,HDD,7200 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B01IA9H22Q?tag=pcbuilder00-20
Corsair Force Series MP510 4TB NVMe PCIe Gen3 x4 M.2-2280 Internal Solid State Drive,519.99,Corsair,Force MP510,4 TB,SSD,,PCIe x4,,M.2-2280,https://amazon.com/dp/B088Y995ZF?tag=pcbuilder00-20
"Western Digital WD Blue 500GB SATA 6 Gb/s 3.5"" Internal Hard Disk Drive with 7200 RPM & 16MB Cache",25.88,Western Digital,Caviar Blue,500 GB,HDD,7200 RPM,SATA 6 Gb/s,16 MB,"3.5""",https://amazon.com/dp/B00461G3MS?tag=pcbuilder00-20
"Inland Professional 120GB 3D NAND SATA III 2.5"" Internal Solid State Drive",15.99,INLAND,Professional,120 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B076XMH2JT?tag=pcbuilder00-20
"Samsung EVO 860, 250GB SATA M.2-2280 Internal Solid State Drive with V-NAND Technology",89.99,Samsung,EVO 860,250 GB,SSD,,SATA III 6 Gb/s,,M.2-2280,https://amazon.com/dp/B07864V6CK?tag=pcbuilder00-20
"Western Digital WD Black SN750, 250GB PCIe Gen3 NVMe M.2-2280 Internal Solid State Drive",68.24,Western Digital,Black SN750,250 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07M64R4CR?tag=pcbuilder00-20
Samsung EVO 860 1TB SATA M.2-2280 Internal Solid State Drive with V-NAND Technology,199,Samsung,EVO 860,1 TB,SSD,,SATA 6 Gb/s,1024 MB,M.2-2280,https://amazon.com/dp/B07822Z77M?tag=pcbuilder00-20
ADATA XPG SX8200 Pro 256GB PCIe Gen3 x4 NVMe M.2 2280 Internal Solid State Drive,72.08,ADATA,XPG SX8200 Pro,256 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07K1MDMF3?tag=pcbuilder00-20
Crucial MX500 1TB 3D NAND SATA M.2-2280 Internal Solid State Drive,/A,Crucial,MX500,1 TB,SSD,,SATA 6 Gb/s,,M.2-2280,https://amazon.com/dp/B0784SY515?tag=pcbuilder00-20
"ADATA SU800 128GB SATA 6 Gb/s 2.5"" Internal Solid State Drive",/A,ADATA,SU800,128 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B01K8A29BE?tag=pcbuilder00-20
"Inland Professional 240GB 3D NAND SATA 2.5"" Internal Solid State Drive",20.99,INLAND,Professional 240GB,240 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B076XXMJZH?tag=pcbuilder00-20
"Seagate Barracuda 1TB SATA 3.5"" Internal Bare Drive with 7200 RPM & 64MB Cache",29.99,Seagate,Barracuda,1 TB,HDD,7200 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B005T3GRNW?tag=pcbuilder00-20
Addlink S70 1TB NVMe PCIe Gen3 x4 M.2-2280 Internal Solid State Drive,79.99,Addlink,S70,1 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07K7LRB2T?tag=pcbuilder00-20
Sabrent Rocket 256GB PCIe NVMe M.2-2280 Internal Solid State Drive for High Performance,44.99,Sabrent,Rocket,256 GB,SSD,,PCIe 3.1 x4,,M.2-2280,https://amazon.com/dp/B07KGLN3HN?tag=pcbuilder00-20
"ADATA XPG S40G, 512GB RGB PCIe Gen3 x4 NVMe M.2-2280 Internal Solid State Drive",69.43,ADATA,XPG S40G RGB,512 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07SNNFD4N?tag=pcbuilder00-20
"ADATA SU655 120GB SATA III 2.5"" Internal Solid State Drive",12.99,ADATA,SU655,120 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B07DNLY1R2?tag=pcbuilder00-20
ADATA Swordfish 2TB PCIe Gen3 x4 NVMe M.2 2280 Internal Solid State Drive,148.90,ADATA,Swordfish,2 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B0896SKCDY?tag=pcbuilder00-20
"Seagate Iron Wolf Multimedia 6TB 3.5"" Internal Hard Drive with 7200 RPM & 256MB Cache",155,Seagate,IronWolf NAS,6 TB,HDD,7200 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B0767P5BYT?tag=pcbuilder00-20
HP EX920 PCIe NVMe M.2-2280 1TB Internal Solid State Drive with 1024MB Cache,120.91,HP,EX920,1 TB,SSD,,PCIe 3.1 x4,1024 MB,M.2-2280,https://amazon.com/dp/B0795Z97K7?tag=pcbuilder00-20
"Seagate Firecuda 520 Performance, 500GB PCIe Gen4 x4 NVMe M.2-2280 Internal Solid State Drive",89.99,Seagate,Firecuda 520,500 GB,SSD,,PCIe 4.0 x4,,M.2-2280,https://amazon.com/dp/B07ZPRQ4YM?tag=pcbuilder00-20
"Western Digital WD Black SN750, 2TB PCIe Gen3 NVMe M.2-2280 Internal Solid State Drive for Gaming",199.99,Western Digital,Black SN750,2 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07M9VXSXG?tag=pcbuilder00-20
"TC Sunbow 240GB SATA 6 Gb/s 2.5"" Internal Solid State Drive",/A,TC SUNBOW,X3,240 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B073W3QX2J?tag=pcbuilder00-20
Intel SSD 660P Series 512GB PCIe 3.0 X4 M.2-2280 Internal Solid State Drive,59,Intel,660P,512 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07HJB3WLB?tag=pcbuilder00-20
Seagate Firecuda 520 1TB PCIe NVMe M.2-2280 Internal Solid State Drive for Gaming PC & Laptop,167.07,Seagate,Firecuda 520,1 TB,SSD,,PCIe 4.0 x4,,M.2-2280,https://amazon.com/dp/B07ZPRMLJP?tag=pcbuilder00-20
"Seagate IronWolf NAS 8TB SATA 3.5"" Internal Hard Drive with 7200 RPM & 256MB Cache",189.99,Seagate,IronWolf NAS,8 TB,HDD,7200 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B07SZVVBBK?tag=pcbuilder00-20
Western Digital WD Blue SN550 250GB PCIe NVMe M.2-2280 Internal Solid State Drive,37.99,Western Digital,Blue SN550,250 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07YFF8879?tag=pcbuilder00-20
Patriot Viper VPN100 256GB Storage with PCIe M.2 2280 High Performance Internal Solid State Drive,/A,Patriot Memory,Viper VPN100,256 GB,SSD,,PCIe 3.0 x4,512 MB,M.2-2280,https://amazon.com/dp/B07P6SLFJT?tag=pcbuilder00-20
"Crucial MX500 Internal Solid State Drive with 500GB Storage, SATA & 3D NAND",/A,Crucial,MX500,500 GB,SSD,,SATA 6 Gb/s,,M.2-2280,https://amazon.com/dp/B077SQ8J1V?tag=pcbuilder00-20
Sabrent Rocket 512GB PCIe NVMe M.2-2280 Internal High Performance Solid State Drive,49.99,Sabrent,Rocket,512 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07KGMBCKD?tag=pcbuilder00-20
"Western Digital WD Blue PC 3TB SATA 3.5"" Internal Hard Drive with 5400 RPM & 64 MB Cache",59.99,Western Digital,Blue,3 TB,HDD,5400 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B013HNYV42?tag=pcbuilder00-20
"Toshiba P300 1TB, 3.5"" Internal Hard Drive with 7200 RPM & 64 MB Cache",50.25,Toshiba,P300,1 TB,HDD,7200 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B0151KM3I0?tag=pcbuilder00-20
"Crucial BX500 480GB 3D NAND SATA 2.5"" Internal Solid State Drive",36.99,Crucial,BX500,480 GB,SSD,,SATA III 6 Gb/s,,"2.5""",https://amazon.com/dp/B07G3KGYZQ?tag=pcbuilder00-20
ADATA Swordfish 500GB PCIe Gen3x4 NVMe M.2 2280 Internal Solid State Drive,120.71,ADATA,Swordfish,500 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B08976TPMP?tag=pcbuilder00-20
"SAMSUNG QVO 870 Series, 2TB SATA 3 2.5"" Internal Solid State Drive",166.05,Samsung,870 QVO,2 TB,SSD,,SATA III 6 Gb/s,,"2.5""",https://amazon.com/dp/B089C6LZ42?tag=pcbuilder00-20
"Western Digital WD Red NAS 4TB SATA 3.5"" Internal Hard Drive with 5400 RPM & 256MB Cache",64.99,Western Digital,WD Red NAS,4 TB,HDD,5400 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B083XVY99B?tag=pcbuilder00-20
"TEAMGROUP T-Force Delta MAX RGB, 1TB SATA III 3D NAND 2.5"" Internal Solid State Drive",/A,TEAMGROUP,T-Force Delta MAX RGB,1 TB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B007IQCYDK?tag=pcbuilder00-20
"Seagate Barracuda 3 TB SATA 3.5"" Internal Hard Drive with 5400 RPM & 256 MB Cache",97.77,Seagate,Barracuda,1 TB,HDD,5400 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B075YPRCWC?tag=pcbuilder00-20
Sabrent Rocket 2TB PCIe based NVMe M.2 2280 Internal Solid State Drive for High Performance,189.99,Sabrent,Rocket 2TB,2 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07MTQTNVR?tag=pcbuilder00-20
"Sabrent Rocket Q4, 4TB PCIe based NVMe M.2 2280 Internal Solid State Drive for Maximum Performance",/A,Sabrent,Rocket Q4,4 TB,SSD,,PCIe x4,,M.2-2280,https://amazon.com/dp/B08D28X4HW?tag=pcbuilder00-20
"Samsung QVO 860, 2TB SATA 2.5"" Internal Solid State Drive with V-NAND Technology",274.86,Samsung,QVO 860,2 TB,SSD,,SATA III 6 Gb/s,,"2.5""",https://amazon.com/dp/B07L31K2MK?tag=pcbuilder00-20
"Samsung EVO 970, 250GB PCIe based NVMe M.2-2280 Internal Solid State Drive with 512MB Cache",104.89,Samsung,EVO 970,250 GB,SSD,,PCIe x4,512 MB,M.2-2280,https://amazon.com/dp/B07BN5FJZQ?tag=pcbuilder00-20
Intel 760P Series 2TB PCIe 3.0x4 M.2-2280 Internal Solid State Drive,444.40,Intel,760P SSD,2 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B078QD7M6J?tag=pcbuilder00-20
"Western Digital ED Blue, 500GB Internal SATA Drive with 7200 RPM & 32MB Cache",28.99,Western Digital,Blue,500 GB,HDD,7200 RPM,SATA 6 Gb/s,32 MB,"3.5""",https://amazon.com/dp/B00B1LW3W0?tag=pcbuilder00-20
"TC SUNBOW 2.5"" Internal Solid State Drive with 480GB Storage",/A,TC SUNBOW,X3,480 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B077C2TYVN?tag=pcbuilder00-20
"PNY CS900 2.5"" Internal Solid State Drive with 250GB Storage",20.99,PNY,CS900,250 GB,SSD,,SATA III 6 Gb/s,,"2.5""",https://amazon.com/dp/B07XZLW68F?tag=pcbuilder00-20
"Samsung QVO 870 Series 2.5"" Internal Solid State Drive with 4 TB Storage",343.99,Samsung,QVO 870,4 TB,SSD,,SATA III 6 Gb/s,,"2.5""",https://amazon.com/dp/B089C5P5SX?tag=pcbuilder00-20
Silicon Power 1TB PCIe 3.0 x4 Based NVMe M.2-2280 Internal Solid State Drive,59.99,SP Silicon Power,SP A80,1 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07L6GF81L?tag=pcbuilder00-20
"Patriot Memory Burst 120GB 2.5"" SATA 3 Internal Solid State Drive",39.34,Patriot Memory,Burst 120GB SSD,120 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B07574MTR4?tag=pcbuilder00-20
"Seagate BarraCuda 1TB 2.5"" Internal Hard Drive with 5400 RPM & 128MB Cache",44.99,Seagate,BarraCuda,1 TB,HDD,5400 RPM,SATA 6 Gb/s,128 MB,"2.5""",https://amazon.com/dp/B01LYNQXCP?tag=pcbuilder00-20
Sabrent Rocket 4TB PCIe NVMe M.2 2280 High Performance Internal Solid State Drive,/A,Sabrent,Rocket 4TB,4 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07ZQSDQDB?tag=pcbuilder00-20
"Transcend 110S, 128GB PCIe NVMe M.2-2280 Internal Solid State Drive",24.93,Transcend,110S,128 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07CXC32T2?tag=pcbuilder00-20
"Hitachi HGST Travelstar 7K1000, 1TB 2.5"" Internal SATA Drive with 7200 RPM & 32 MB Cache",115.47,Hitachi,Travelstar 7K1000,1 TB,HDD,7200 RPM,SATA 6 Gb/s,32 MB,"2.5""",https://amazon.com/dp/B00B4QESVQ?tag=pcbuilder00-20
"Corsair Force Series MP510, 480GB NVMe PCIe Gen3 x4 M.2-2280 Internal Solid State Drive",80.20,Corsair,Force MP510,480 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07HR83J4S?tag=pcbuilder00-20
"WD_Black WD SN750, 1TB PCIe NVMe m.2-2280 Internal Gaming SSD with Heatsink",174,Western Digital,SN750,1 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07MQ468S8?tag=pcbuilder00-20
"ADATA XPG SPECTRIX S40G, 1TB RGB PCIe NVMe M.2-2280 Internal Solid State Drive",134.84,ADATA,XPG SPECTRIX S40G RGB,1 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07SKG68CB?tag=pcbuilder00-20
"Seagate Barracuda 120, 500GB 2.5"" Internal Solid State Drive",128.68 (Used),Seagate,Barracuda 120,500 GB,SSD,,SATA III 6 Gb/s,,"2.5""",https://amazon.com/dp/B07ZPRK6KD?tag=pcbuilder00-20
Crucial P2 250GB PCIe NVMe M.2-2280 Internal Solid State Drive,39.89,Crucial,P2,250 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B086BKGSC1?tag=pcbuilder00-20
"Seagate FireCuda 2TB 3.5"" Solid State Hybrid Drive (SSHD) with 7200 RPM & 8192 MB Cache",119.77 (Used),Seagate,FireCuda,2 TB,SSHD,7200 RPM,SATA 6 Gb/s,8192 MB,"3.5""",https://amazon.com/dp/B01IEKG2HM?tag=pcbuilder00-20
"ADATA XPG SX6000 Pro, 512GB PCIe NVMe M.2 2280 Internal Solid State Drive",66.35,ADATA,XPG SX6000 Pro,512 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07H5355JF?tag=pcbuilder00-20
"ADATA Ultimate SU800, 256GB 3D-NAND 2.5"" SATA Solid State Drive",52.79,ADATA,Ultimate SU800,256 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B01K8A2A0E?tag=pcbuilder00-20
"Western Digital WD RE4, 1 TB 3.5"" Enterprise Hard Drive with 7200 RPM & 64 MB Cache",49.99,Western Digital,RE4,1 TB,HDD,7200 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B003SANWI6?tag=pcbuilder00-20
"Western Digital WD Blue 2TB 3.5"" SATA Internal Drive with 5400 RPM & 64MB Cache",25 (Used),Western Digital,Blue,2 TB,HDD,5400 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B01510C7EA?tag=pcbuilder00-20
"ADATA Ultimate SU630, 240GB 2.5"" Internal SATA Solid State Drive",56,ADATA,Ultimate SU630,240 GB,SSD,,SATA III 6 Gb/s,,"2.5""",https://amazon.com/dp/B07KQXKK12?tag=pcbuilder00-20
"Samsung EVO 860, 500GB M.2-2280 SATA Internal Solid State Drive with V-NAND Technology & 512MB Cache",139,Samsung,EVO 860,500 GB,SSD,,SATA III 6 Gb/s,512 MB,M.2-2280,https://amazon.com/dp/B078218TWQ?tag=pcbuilder00-20
Inland Premium 256GB 3D NAND TLC M.2 2280 Internal Solid State Drive,/A,INLAND,Premium,256 GB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07P6STQ54?tag=pcbuilder00-20
HP EX920 512GB NVMe M.2-2280 3D TLC NAND Internal Solid State Drive with 512 MB Cache,87.42,HP,EX920,512 GB,SSD,,PCIe 3.0 x4,512 MB,M.2-2280,https://amazon.com/dp/B0795X5HJL?tag=pcbuilder00-20
"PNY XLR8 CS3030, 1TB PCIe NVMe M.2-2280 Internal Solid State Drive",119.99,PNY,XLR8 CS3030,1 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07MW9NJSH?tag=pcbuilder00-20
"ADATA XPG Gammix S5, 256GB NVMe M.2 2280 Internal Solid State Drive",68.94,ADATA,XPG GAMMIX S5,256 GB,SSD,,PCIe x4,,M.2-2280,https://amazon.com/dp/B07K8X85Q6?tag=pcbuilder00-20
"Seagate Barracuda 6TB 3.5"" Internal Hard Drive with 5400 RPM & 256MB Cache",109.99,Seagate,Barracuda,6 TB,HDD,5400 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B075WX2TKM?tag=pcbuilder00-20
"Toshiba P300 3TB 3.5"" Internal SATA Drive with 7200 RPM & 64 MB Cache",79.99,Toshiba,P300,3 TB,HDD,7200 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B0151KM6F0?tag=pcbuilder00-20
"Western Digital WD Caviar Blue, 320GB 3.5"" Internal SATA Drive with 7200 RPM & 8 MB Cache",34.99,Western Digital,Caviar Blue,320 GB,HDD,7200 RPM,SATA 3 Gb/s,8 MB,"3.5""",https://amazon.com/dp/B000VZ40CI?tag=pcbuilder00-20
"Seagate Nytro Enterprise 3000, 15.36 TB SATA 2.5"" Internal Solid State Drive",/A,Seagate,Nytro Enterprise 3000,15.36 TB,SSD,,SATA 12 Gb/s,,"2.5""",https://amazon.com/dp/B07J2BJX8V?tag=pcbuilder00-20
"Seagate IronWolf NAS 1 TB SATA 3.5"" Internal Hard Drive with 5900 RPM & 256MB Cache",99.99,Seagate,IronWolf NAS,4 TB,HDD,5900 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B01LOOJBQY?tag=pcbuilder00-20
"SAMSUNG 870 QVO Series, 1 TB SATA 3 based 2.5"" Internal Solid State Drive (SSD)",81.75,Samsung,870 QVO,1 TB,SSD,,SATA III 6 Gb/s,,"2.5""",https://amazon.com/dp/B089C73T72?tag=pcbuilder00-20
"Seagate Barracuda 120 SATA based 1 TB 2.5"" Internal Solid State Drive (SSD)",/A,Seagate,Barracuda 120,1 TB,SSD,,SATA III 6 Gb/s,,"2.5""",https://amazon.com/dp/B07ZPRJFV1?tag=pcbuilder00-20
"Seagate BarraCuda 2TB SATA based 2.5"" Internal Hard Drive with 5400 RPM & 128MB Cache",66.99,Seagate,BarraCuda,2 TB,HDD,5400 RPM,SATA 6 Gb/s,128 MB,"2.5""",https://amazon.com/dp/B01LX13P71?tag=pcbuilder00-20
"Seagate BarraCuda Pro Performance 14TB 3.5"" Internal Hard Drive with 7200 RPM & 256MB Cache",330,Seagate,BarraCuda Pro,14 TB,HDD,7200 RPM,SATA III 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B07H7C4DXR?tag=pcbuilder00-20
"Western Digital WD Black Performance, 1 TB 2.5"" Internal Hard Drive with 7200 RPM & 64 MB Cache",49.99,Western Digital,Black,1 TB,HDD,7200 RPM,SATA 6 Gb/s,64 MB,"2.5""",https://amazon.com/dp/B082LWP1MQ?tag=pcbuilder00-20
"TEAMGROUP GX1 960GB SATA based 2.5"" Internal Solid State Drive (SSD)",173,TEAMGROUP,GX1,960 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B07S8XYV98?tag=pcbuilder00-20
"Kingston A400, 1.92 TB SATA 6 Gb/s 2.5"" Internal Solid State Drive",212.99,Kingston,A400,2 TB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B07YQJSGWY?tag=pcbuilder00-20
"ADATA XPG SX6000 Pro, 1TB 3D NAND PCIe NVMe M.2-2280 Internal Solid State Drive",59.99,ADATA,XPG SX6000 Pro,1 TB,SSD,,PCIe 3.0 x4,,M.2-2280,https://amazon.com/dp/B07H52ML35?tag=pcbuilder00-20
"Toshiba P300 2TB, 3.5"" Internal Hard Drive with 7200 RPM & 64 MB Cache",108.99,Toshiba,P300,2 TB,HDD,7200 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B0151KM4VG?tag=pcbuilder00-20
"Samsung 960 EVO Series, 250GB PCIe NVMe M.2-2280 Internal Solid State Drive with 512 MB Cache",62.39,Samsung,EVO 960,250 GB,SSD,,PCIe x4,512 MB,M.2-2280,https://amazon.com/dp/B01LYFKX41?tag=pcbuilder00-20
"Seagate Barracuda Pro ITB Performance 2.5"" Internal Hard Drive with 7200 RPM & 128MB Cache",49.95,Seagate,Barracuda Pro,1 TB,HDD,7200 RPM,SATA 6 Gb/s,128 MB,"2.5""",https://amazon.com/dp/B078TJ17QF?tag=pcbuilder00-20
"Western Digital WD Green WDS480G2G0B 480 GB, M.2 2280 Internal Solid State Drive",49.98,Western Digital,Green,480 GB,SSD,,SATA 6 Gb/s,,M.2-2280,https://amazon.com/dp/B07KYDYKQP?tag=pcbuilder00-20
"ADATA USA Ultimate Su800 1TB, 3D Nand 2.5"" Internal Solid State Drive",142.50,ADATA,Ultimate SU800,1 TB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B01K8A29E6?tag=pcbuilder00-20
"Toshiba X300 4TB Performance Desktop and Gaming 3.5"" Internal Hard Drive with 7200 RPM & 128MB Cache",149,Toshiba,X300,4 TB,HDD,7200 RPM,SATA 6 Gb/s,128 MB,"3.5""",https://amazon.com/dp/B013JPKUU2?tag=pcbuilder00-20
Seagate Barracuda 7200.11 1 TB SATA 32 MB Cache Bulk/OEM Hard Drive,56.74 (Used),Seagate,Barracuda,1 TB,HDD,7200 RPM,SATA 6 Gb/s,32 MB,"3.5""",https://amazon.com/dp/B001NGOIJO?tag=pcbuilder00-20
Intel X25-M 80 GB Solid State Drive with Internal SATA and Power Cables,199,Intel,SSDSA2MH080G2K5,80 GB,SSD,,SATA 3 Gb/s,,"2.5""",https://amazon.com/dp/B0042MM3LG?tag=pcbuilder00-20
"WD 4 TB 3.5"" Performance Hard Drive 128 MB Cache, 3.5"" Internal Bare or OEM Drives",189.99,Western Digital,WD4004FZWX,4 TB,HDD,7200 RPM,SATA 6 Gb/s,128 MB,"3.5""",https://amazon.com/dp/B01GWS2ZOC?tag=pcbuilder00-20
WD Green Desktop 2TB SATA 6.0 GB/s 3.5-Inch Internal Desktop Hard Drive Retail Kit,/A,Western Digital,WDBAAY0020HNC-NRSN,2 TB,HDD,5400 RPM,SATA 3 Gb/s,32 MB,"3.5""",https://amazon.com/dp/B00471EYUU?tag=pcbuilder00-20
Seagate Constellation ES 4TB 7200RPM 6Gb/s SAS 128 MB Cache 3.5 Inch Self Encrypting FIPS 140-2 Internal Hard Drive,187.21,Seagate,ST4000NM0063,4 TB,HDD,7200 RPM,SAS 6 Gb/s,128 MB,"3.5""",https://amazon.com/dp/B00A45JFLG?tag=pcbuilder00-20
"Seagate Enterprise ST2000NX0253 2 TB 2.5"" Internal Hard Drive",195,Seagate,ST2000NX0253,2 TB,HDD,7200 RPM,SATA 3 Gb/s,128 MB,"2.5""",https://amazon.com/dp/B00QFZAU2W?tag=pcbuilder00-20
UV500 SSD,443,Kingston,SUV500/1920G,2 TB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B07D6NW8SN?tag=pcbuilder00-20
Seagate Laptop Thin 5400.9 500 GB 5400RPM SATA 3Gb/s 16 MB Cache 2.5-Inch Internal Notebook Hard Drive,25.99,Seagate,ST500LT012,500 GB,HDD,5400 RPM,SATA 3 Gb/s,16 MB,"2.5""",https://amazon.com/dp/B008BTOBWA?tag=pcbuilder00-20
Seagate BarraCuda 3TB Internal Hard Drive HDD – 2.5 Inch Sata 6Gb/s 5400 RPM 128 MB Cache for Computer Desktop PC,192.89,Seagate,ST3000LM024,3 TB,HDD,5400 RPM,SATA 6 Gb/s,128 MB,"2.5""",https://amazon.com/dp/B01LWPEVPL?tag=pcbuilder00-20
WD Black Desktop 2TB SATA 6.0 GB/s 7200 RPM 3.5-Inch Internal Desktop Hard Drive Retail Kit,/A,Western Digital,WDBAAZ0020HNC-NRSN,2 TB,HDD,7200 RPM,SATA 3 Gb/s,32 MB,"3.5""",https://amazon.com/dp/B0046TTBJW?tag=pcbuilder00-20
"INTENSO - Hard Drive INTENSO 3832450 516 GB SSD 2.5"" SATA III",130,Intenso,3832450,512 GB,SSD,,M.2 (B+M),,M.2-2280,https://amazon.com/dp/B0776YFLWL?tag=pcbuilder00-20
Transcend 64GB SATA III 6Gb/s MTS800 80 mm M.2 Solid State Drive,53.75,Transcend,TS64GMTS800,64 GB,SSD,,M.2 (B+M),,M.2-2280,https://amazon.com/dp/B00KLTPUPA?tag=pcbuilder00-20
Western Digital Purple 3TB Surveillance Hard Disk Drive - 5400 RPM Class SATA 6 Gb/s 64MB Cache 3.5 Inch,65.49,Western Digital,WD30PURX,3 TB,HDD,5400 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B00IMPO5N8?tag=pcbuilder00-20
Seagate Barracuda ES 1 TB 7200RPM SATA 3Gb/s 32 MB Cache 3.5 Inch Internal Hard Drive ST31000340NS-Bare Drive,52.29,Seagate,ST31000340NS - FFP,1 TB,HDD,7200 RPM,SATA 3 Gb/s,32 MB,"3.5""",https://amazon.com/dp/B000UC3COY?tag=pcbuilder00-20
Sandisk X400 Solid State Drive - Internal,/A,SanDisk,SD8SN8U-1T00-1122,1 TB,SSD,,M.2 (B+M),,M.2-2280,https://amazon.com/dp/B0194MV300?tag=pcbuilder00-20
